                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    312,                 0.4443,                 0.3297,                 1.0197,                0.92502,                0.94122,                0.96067,                 0.8114,                0.66181,                0.36664,                 1.2179,              0.0069211,              0.0069211,              0.0069211
                    313,                0.43615,                0.32091,                 1.0144,                 0.9453,                0.92456,                0.96141,                0.81207,                0.66144,                0.36788,                 1.2173,              0.0069112,              0.0069112,              0.0069112
                    314,                0.43649,                0.31998,                 1.0144,                0.93989,                 0.9311,                 0.9605,                0.81196,                0.66144,                0.36871,                 1.2169,              0.0069013,              0.0069013,              0.0069013
                    315,                0.43888,                0.32318,                 1.0191,                0.93659,                0.93338,                0.95975,                 0.8104,                 0.6614,                0.36981,                 1.2167,              0.0068914,              0.0068914,              0.0068914
                    316,                0.43938,                0.32291,                 1.0198,                0.94519,                0.92406,                0.96004,                0.81063,                0.66221,                 0.3703,                 1.2179,              0.0068815,              0.0068815,              0.0068815
                    317,                0.44347,                0.32581,                 1.0143,                0.93968,                0.93096,                0.96011,                0.80859,                0.66156,                0.36967,                 1.2163,              0.0068716,              0.0068716,              0.0068716
                    318,                0.42386,                0.31129,                 1.0085,                  0.944,                 0.9294,                0.96023,                0.80826,                0.66266,                0.36754,                 1.2182,              0.0068617,              0.0068617,              0.0068617
                    319,                0.42123,                 0.3172,                 1.0106,                0.94468,                0.92939,                0.96128,                0.81101,                0.66263,                0.36794,                 1.2182,              0.0068518,              0.0068518,              0.0068518
                    320,                0.42691,                0.32077,                 1.0165,                0.94464,                0.92968,                0.96026,                0.81052,                0.66193,                0.36671,                 1.2179,              0.0068419,              0.0068419,              0.0068419
                    321,                0.42898,                0.31802,                 1.0111,                0.94485,                0.93071,                0.96016,                 0.8102,                0.66107,                0.36521,                 1.2178,               0.006832,               0.006832,               0.006832
                    322,                0.43762,                0.32915,                 1.0104,                0.94407,                0.93166,                0.96058,                0.80994,                0.66149,                0.36581,                 1.2189,              0.0068221,              0.0068221,              0.0068221
                    323,                0.42876,                  0.317,                 1.0127,                0.94256,                0.93138,                0.96048,                0.80969,                0.66215,                0.36575,                   1.22,              0.0068122,              0.0068122,              0.0068122
                    324,                 0.4331,                 0.3184,                 1.0106,                0.94214,                0.93379,                0.96075,                 0.8103,                0.66284,                0.36627,                 1.2206,              0.0068023,              0.0068023,              0.0068023
                    325,                0.43605,                0.31779,                 1.0141,                0.93965,                0.93303,                0.96116,                0.81011,                0.66367,                0.36659,                 1.2218,              0.0067924,              0.0067924,              0.0067924
                    326,                0.43198,                0.32124,                 1.0195,                0.94072,                0.93296,                0.96092,                0.81217,                0.66396,                0.36618,                 1.2234,              0.0067825,              0.0067825,              0.0067825
                    327,                0.43208,                0.32842,                 1.0246,                0.94014,                0.93422,                0.96178,                0.81118,                0.66405,                0.36553,                 1.2248,              0.0067726,              0.0067726,              0.0067726
                    328,                0.43168,                0.31516,                  1.014,                0.92494,                0.94728,                0.96174,                0.81037,                0.66411,                0.36553,                 1.2258,              0.0067627,              0.0067627,              0.0067627
                    329,                0.42474,                0.32293,                 1.0084,                 0.9249,                0.94683,                0.96211,                0.81163,                0.66412,                0.36677,                 1.2267,              0.0067528,              0.0067528,              0.0067528
                    330,                0.42803,                 0.3195,                 1.0167,                0.92484,                0.94692,                0.96273,                0.81181,                 0.6647,                0.36499,                 1.2277,              0.0067429,              0.0067429,              0.0067429
                    331,                0.43362,                0.31818,                 1.0146,                0.92841,                0.94487,                0.96268,                0.81193,                0.66475,                 0.3654,                 1.2275,               0.006733,               0.006733,               0.006733
                    332,                0.43295,                0.31542,                 1.0103,                0.94268,                0.92952,                0.96155,                0.81008,                 0.6641,                0.36496,                  1.227,              0.0067231,              0.0067231,              0.0067231
                    333,                0.43017,                0.31973,                 1.0082,                0.94287,                0.92887,                0.96238,                0.80977,                0.66248,                0.36322,                 1.2245,              0.0067132,              0.0067132,              0.0067132
                    334,                0.43071,                0.32005,                 1.0066,                0.94341,                0.92571,                 0.9615,                0.80997,                0.66162,                0.36268,                 1.2232,              0.0067033,              0.0067033,              0.0067033
                    335,                0.42906,                0.31764,                 1.0017,                0.93876,                0.93073,                0.96195,                0.81109,                0.66266,                0.36438,                 1.2233,              0.0066934,              0.0066934,              0.0066934
                    336,                0.42298,                0.30546,                 1.0043,                0.93145,                0.93592,                0.96135,                0.81055,                0.66282,                0.36516,                 1.2227,              0.0066835,              0.0066835,              0.0066835
                    337,                 0.4263,                0.31609,                 1.0073,                 0.9455,                  0.923,                0.96065,                   0.81,                 0.6641,                0.36594,                 1.2239,              0.0066736,              0.0066736,              0.0066736
                    338,                0.42176,                0.30995,                 1.0089,                0.94454,                0.92305,                0.96004,                0.80937,                0.66342,                0.36737,                 1.2236,              0.0066637,              0.0066637,              0.0066637
                    339,                 0.4187,                0.30993,                  1.012,                0.94188,                 0.9241,                0.95963,                 0.8094,                0.66365,                0.36754,                 1.2233,              0.0066538,              0.0066538,              0.0066538
                    340,                0.42502,                0.31604,                 1.0066,                0.94331,                0.92359,                0.96063,                 0.8096,                0.66369,                0.36978,                 1.2225,              0.0066439,              0.0066439,              0.0066439
                    341,                0.42054,                 0.3104,                 1.0038,                0.94409,                0.92177,                 0.9599,                0.80691,                0.66356,                 0.3707,                  1.223,               0.006634,               0.006634,               0.006634
                    342,                0.41946,                0.31336,                 1.0062,                0.94394,                0.92315,                0.95957,                0.80764,                0.66414,                0.37206,                  1.224,              0.0066241,              0.0066241,              0.0066241
                    343,                0.42116,                0.31158,                0.99936,                0.94441,                0.92377,                0.96043,                0.80962,                0.66304,                0.37284,                 1.2217,              0.0066142,              0.0066142,              0.0066142
                    344,                0.42021,                0.32232,                 1.0103,                0.94443,                0.92567,                0.96055,                0.81021,                0.66324,                0.37392,                 1.2212,              0.0066043,              0.0066043,              0.0066043
                    345,                0.41633,                 0.3151,                 1.0006,                0.94626,                0.92394,                0.96082,                0.80934,                0.66399,                0.37386,                 1.2213,              0.0065944,              0.0065944,              0.0065944
                    346,                0.42469,                0.31164,                 1.0056,                0.94337,                0.92777,                0.96047,                0.81027,                0.66306,                0.37518,                 1.2197,              0.0065845,              0.0065845,              0.0065845
                    347,                0.41858,                0.31066,                 1.0062,                0.94473,                0.92542,                0.96024,                0.81014,                0.66434,                 0.3748,                 1.2209,              0.0065746,              0.0065746,              0.0065746
                    348,                0.40997,                 0.3152,                 0.9999,                 0.9448,                0.92599,                0.96015,                0.80932,                  0.667,                0.37518,                 1.2238,              0.0065647,              0.0065647,              0.0065647
                    349,                0.42274,                 0.3144,                 1.0058,                0.94335,                0.92813,                0.96044,                 0.8092,                0.66781,                0.37382,                 1.2254,              0.0065548,              0.0065548,              0.0065548
                    350,                0.42037,                0.30837,                  1.002,                0.94415,                0.92688,                0.96063,                0.80868,                0.66824,                0.37329,                 1.2259,              0.0065449,              0.0065449,              0.0065449
                    351,                0.42087,                0.30331,                 1.0076,                0.94555,                0.92671,                0.96094,                0.80983,                0.66836,                0.37198,                 1.2261,               0.006535,               0.006535,               0.006535
                    352,                0.41184,                 0.3056,                  1.003,                0.94585,                0.92701,                 0.9612,                0.80933,                0.66875,                0.36964,                 1.2265,              0.0065251,              0.0065251,              0.0065251
                    353,                0.41734,                0.30097,                  1.001,                0.94579,                0.92817,                0.96173,                 0.8098,                0.66987,                0.36804,                 1.2279,              0.0065152,              0.0065152,              0.0065152
                    354,                 0.4132,                0.30683,                 1.0055,                0.94554,                0.92777,                0.96177,                0.81056,                0.67128,                0.36833,                 1.2293,              0.0065053,              0.0065053,              0.0065053
                    355,                0.41002,                0.30012,                 1.0054,                0.94595,                0.92653,                0.96091,                0.81001,                0.67142,                0.36758,                 1.2298,              0.0064954,              0.0064954,              0.0064954
                    356,                0.41437,                0.30475,                0.99825,                0.94524,                 0.9275,                0.96095,                 0.8094,                0.67167,                0.36511,                 1.2303,              0.0064855,              0.0064855,              0.0064855
                    357,                0.41113,                0.30132,                 1.0019,                0.94448,                0.92773,                0.96149,                 0.8101,                0.67138,                0.36585,                 1.2299,              0.0064756,              0.0064756,              0.0064756
                    358,                0.41107,                0.31114,                0.99629,                0.94452,                0.92935,                0.96171,                0.80894,                0.67131,                0.36686,                 1.2295,              0.0064657,              0.0064657,              0.0064657
                    359,                0.41304,                0.30919,                  1.004,                0.94268,                0.92718,                0.96155,                0.80955,                0.67094,                0.36681,                 1.2287,              0.0064558,              0.0064558,              0.0064558
                    360,                0.41637,                0.30598,                 1.0024,                0.94511,                0.92854,                0.96126,                0.80978,                0.67155,                0.36669,                 1.2296,              0.0064459,              0.0064459,              0.0064459
                    361,                0.41486,                0.30066,                 1.0002,                0.94469,                0.92817,                0.96107,                 0.8089,                0.67211,                0.36708,                 1.2306,               0.006436,               0.006436,               0.006436
                    362,                0.42046,                0.30414,                 1.0055,                0.94326,                0.92693,                 0.9611,                0.80871,                0.67171,                0.36837,                 1.2302,              0.0064261,              0.0064261,              0.0064261
                    363,                0.40672,                0.30128,                  1.005,                0.94452,                0.92684,                0.96128,                 0.8081,                0.67188,                0.36908,                 1.2303,              0.0064162,              0.0064162,              0.0064162
                    364,                0.40039,                0.30127,                0.99823,                0.94898,                0.91865,                0.96067,                0.80863,                0.67184,                  0.369,                 1.2301,              0.0064063,              0.0064063,              0.0064063
                    365,                0.40794,                0.30308,                0.99844,                0.94818,                0.91836,                0.96024,                0.80754,                0.67261,                0.37014,                 1.2311,              0.0063964,              0.0063964,              0.0063964
                    366,                0.40997,                 0.3088,                 1.0031,                0.94904,                 0.9184,                0.95979,                0.80814,                0.67252,                0.37107,                 1.2311,              0.0063865,              0.0063865,              0.0063865
                    367,                0.41652,                0.30646,                 1.0096,                0.94877,                0.91978,                0.96029,                0.81017,                0.67248,                0.37101,                 1.2313,              0.0063766,              0.0063766,              0.0063766
                    368,                0.40106,                0.30056,                0.99514,                0.94949,                0.92058,                0.96059,                0.80996,                0.67189,                 0.3699,                 1.2309,              0.0063667,              0.0063667,              0.0063667
                    369,                0.40725,                0.30655,                0.99623,                0.94537,                0.92006,                 0.9609,                0.81033,                0.67151,                0.37134,                 1.2302,              0.0063568,              0.0063568,              0.0063568
                    370,                0.40707,                0.30712,                 1.0013,                 0.9458,                0.92063,                0.96058,                0.80965,                0.67167,                0.37241,                  1.231,              0.0063469,              0.0063469,              0.0063469
                    371,                0.40014,                0.29832,                0.99878,                0.94655,                0.92097,                0.96058,                0.81041,                0.67017,                0.37225,                 1.2288,               0.006337,               0.006337,               0.006337
                    372,                0.40696,                0.30473,                 1.0021,                0.94579,                0.92091,                0.95955,                 0.8085,                0.66962,                0.37162,                 1.2282,              0.0063271,              0.0063271,              0.0063271
                    373,                0.40822,                0.30744,                0.99993,                0.94338,                0.92399,                0.95856,                0.80902,                0.66964,                0.37157,                 1.2284,              0.0063172,              0.0063172,              0.0063172
                    374,                0.40551,                  0.299,                 0.9994,                 0.9437,                0.92401,                0.95893,                0.80986,                 0.6695,                0.37155,                 1.2292,              0.0063073,              0.0063073,              0.0063073
                    375,                0.40951,                0.30625,                 1.0009,                0.94359,                0.92208,                0.95908,                0.80948,                 0.6696,                0.37194,                 1.2298,              0.0062974,              0.0062974,              0.0062974
                    376,                0.40386,                0.29993,                 1.0046,                0.94381,                0.92127,                0.95936,                0.80949,                0.66801,                0.37242,                 1.2278,              0.0062875,              0.0062875,              0.0062875
